business_name,email,all_emails,website,location,country,business_type,search_query
Yoga in Zurich - zuerich.com,info@zuerich.com,info@zuerich.com,https://www.zuerich.com/en/sightseeing-activities/sport-and-relaxation/yoga,Zurich,SWITZERLAND,yoga,yoga studio Zurich
"Fancy Yoga | Studio de Yoga à Genève Vieille-Ville | Hatha, Vinyasa ...",iris@fancy.yoga,iris@fancy.yoga,https://fancy.yoga,Geneva,SWITZERLAND,yoga,yoga studio Geneva
Home - Soma House,info@somahouse.ch,info@somahouse.ch,https://somahouse.ch,Geneva,SWITZERLAND,yoga,yoga studio Geneva
"Yoga Genève Studio - Hot Pilates, Hot Yoga, Bikram & Kundalini Yoga",info@yogageneve.com,info@yogageneve.com,https://www.yogageneve.com,Geneva,SWITZERLAND,yoga,yoga studio Geneva
"Yoga Basel - Vinyasa, Ashtanga & Yin Yoga Studio | B.Yoga",info@byoga.ch,user@domain.com; info@byoga.ch,https://www.byoga.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
Niyama - Studio für Yoga & Pilates im Herzen von Basel,rg@niyama-yoga.ch,rg@niyama-yoga.ch,https://www.niyama-yoga.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
"Vinyasa Yoga, Aerial Yoga & Family Yoga in Basel | YOGABLOOM",info@yogabloom.ch,user@domain.com; info@yogabloom.ch,https://www.yogabloom.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
"VOLTA YOGA Basel | Vinyasa, Hatha & Yin Yoga und mehr für Dich!",info@voltayoga.ch,info@voltayoga.ch; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; anya@voltayoga.ch; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.voltayoga.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
Anjali Yoga&Pilates Studio Basel,info@anjali.ch,info@anjali.ch; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 463991d7bca24f02a0baf16f9e6eda73@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,https://www.anjali.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
Yoga Basel - Yoga Therapie & Ayurveda,info@tarayoga.ch,info@tarayoga.ch,https://www.tarayoga.ch,Basel,SWITZERLAND,yoga,yoga studio Basel
Yoga in Bern - Yogaschule Carmen in Bern,fancybox_sprite@2x.png,fancybox_sprite@2x.png; fancybox_loading@2x.gif,https://www.yoga-carmen.ch,Bern,SWITZERLAND,yoga,yoga studio Bern
Yoga Atelier Bern I Yoga für alle I Qigong I Breathwork I Soundhealing,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,https://www.yogaatelierbern.ch,Bern,SWITZERLAND,yoga,yoga studio Bern
Die 6 besten Yoga-Studios in Bern,michael-isler@m-i-n-d.yoga,michael-isler@m-i-n-d.yoga; ihre@email.de,https://bern.place/yoga-studio/,Bern,SWITZERLAND,yoga,yoga studio Bern
Yoga and more - Yoga Studio in Bern,info@yoga-and-more.ch,info@yoga-and-more.ch; nanasch@gmx.ch,https://www.yoga-and-more.ch,Bern,SWITZERLAND,yoga,yoga studio Bern
Studios Bern 25/26 — Hallo Yoga,hello@grey-rebel.com,hello@grey-rebel.com; info@halloyoga.ch; yoga@svarupa.com; info@vayamyoga.com; info@gobindeyoga.ch,https://www.halloyoga.ch/studios-bern,Bern,SWITZERLAND,yoga,yoga studio Bern
Yoga Classes Bern: Yogveda Method | Yoga Master since 2006,info@yogveda.ch,98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; info@yogveda.ch; f36cc48fb72b4d298c835f2793cf3b84@sentry-next.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com,https://en.yogveda.ch,Bern,SWITZERLAND,yoga,yoga studio Bern
"Yutori Club Lausanne | Studio Pilates Mat, Yoga & Nutrition",hello@yutori-club.ch,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; hello@yutori-club.ch; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com,https://www.yutori-club.ch,Lausanne,SWITZERLAND,yoga,yoga studio Lausanne
Best Yoga with IMYOGA Lausanne,info@imyoga.ch,user@domain.com; info@imyoga.ch,https://imyoga.ch,Lausanne,SWITZERLAND,yoga,yoga studio Lausanne
The Yogarden - Salle de yoga à Lausanne,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; theyogarden@protonmail.ch; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://www.theyogarden.ch,Lausanne,SWITZERLAND,yoga,yoga studio Lausanne
Yoga Iyengar® à Lausanne,info@sarahyoga.ch,info@sarahyoga.ch,https://sarahyoga.ch,Lausanne,SWITZERLAND,yoga,yoga studio Lausanne
Top 20 Spa in Zurich's Best Wellness Scene - karelia.world,karelia.world@outlook.com,karelia.world@outlook.com,https://karelia.world/top-20-spa-in-zurichs-best-wellness-scene/,Zurich,SWITZERLAND,wellness,wellness centre Zurich
Wellness - Mandarin Oriental Hotel Group,info@nathanaelalexander.ch,mocna-reservations@mohg.com; u003emomay-reservations@mohg.com; u003emodoh-reservations@mohg.com; molzn-reservations@mohg.com; dataprivacyofficer@mohg.com,https://www.mandarinoriental.com/en/zurich/savoy/wellness,Zurich,SWITZERLAND,wellness,wellness centre Zurich
Wellness Centers in Zurich | local.ch,info@veropilates.ch,info@veropilates.ch; info@eldoa.ch; info@womens-fitness.ch; info@dancingloving.com; hello@keenwellbeing.com,https://www.local.ch/en/q/zurich/health-and-well-being,Zurich,SWITZERLAND,wellness,wellness centre Zurich
The Best Luxury Wellness Retreats In Switzerland,ninfo@stylesuite.nl,ninfo@stylesuite.nl,https://magazine.compareretreats.com/best-luxury-wellness-retreats-in-switzerland/,Switzerland,SWITZERLAND,wellness,wellness retreat Switzerland
Best Spas in Switzerland 2026: Top Wellness Retreats - Swiss Summertime,info@summertimeinswitzerland.com,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; example@mysite.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,https://www.summertimeinswitzerland.com/post/best-spas-switzerland,Switzerland,SWITZERLAND,wellness,wellness retreat Switzerland
Spa Breaks in Switzerland | Healing Holidays,info@healingholidays.com,info@healingholidays.com; inquiries@healingholidays.com; pr@healingholidays.com; careers@healingholidays.com,https://www.healingholidays.com/destinations/europe/switzerland,Switzerland,SWITZERLAND,wellness,wellness retreat Switzerland
Swiss Wellness Retreats: Alpine Healing & Rejuvenation,support@swisshealthcare.com,support@swisshealthcare.com,https://www.swisshealthcare.com/wellness-retreats-switzerland/,Switzerland,SWITZERLAND,wellness,wellness retreat Switzerland
Spa in Geneva | Fairmont Grand Hotel Geneva,geneva@fairmont.com,geneva@fairmont.com,https://www.fairmont.com/en/hotels/geneva/fairmont-grand-hotel-geneva/wellness/spa.html,Geneva,SWITZERLAND,wellness,wellness centre Geneva
Wellness Centers in Geneva | local.ch,contact@drchatton.net,laetitia.schlappi@curacasa-hin.ch; viviana.balmer@bluewin.ch; contact@drchatton.net; nicolas@magnetiseur-geneve.ch; geneve-wilson@wellness-sportclub.ch,https://www.local.ch/en/q/geneva/health-and-well-being,Geneva,SWITZERLAND,wellness,wellness centre Geneva
"Wellness | Mandarin Oriental, Geneva",mogva-concierge@mohg.com,mogva-concierge@mohg.com; mocna-reservations@mohg.com; u003emodoh-reservations@mohg.com; u003emomay-reservations@mohg.com; molzn-reservations@mohg.com,https://www.mandarinoriental.com/en/geneva/rhone-river/wellness,Geneva,SWITZERLAND,wellness,wellness centre Geneva
Le SPA - Hôtel Bristol Genève - OFFICIAL WEBSITE,bristol@bristol.ch,bristol@bristol.ch,https://www.bristol.ch/en/spa/,Geneva,SWITZERLAND,wellness,wellness centre Geneva
Health and Wellness Retreats | La Réserve Geneva Hôtel & Spa,fancybox_loading@2x.gif,fancybox_loading@2x.gif; reservations@lareserve-geneve.com; leloti@lareserve-geneve.com; guestservices@lareserve-geneve.com; info-geneve@spanescens.com,https://www.lareserve-geneve.com/en/health-and-wellness-retreats/,Geneva,SWITZERLAND,wellness,wellness centre Geneva
Exclusive spa experience in Zurich - The Dolder Grand Spa,info@thedoldergrand.com,lhw@2x.png; lhw@2x-150x150.png; sdh@2x.png; spa@thedoldergrand.com; sdh@2x-150x150.png,https://www.thedoldergrand.com/en/spa/,Zurich,SWITZERLAND,wellness,wellness spa Zurich
LABO Spa — Zürich,info@labospa.ch,info@labospa.ch,https://www.labospa.ch,Zurich,SWITZERLAND,wellness,wellness spa Zurich
Holistic Wellness Retreats by Peak Health in the Swiss Alps,welcome@capra.ch,welcome@capra.ch,https://www.capra.ch/retreats/,Switzerland,SWITZERLAND,wellness,holistic wellness Switzerland
Wellness Retreats in Switzerland - ILX Travel,contact@ilxtravel.com,chosen-sprite@2x.png; contact@ilxtravel.com,https://www.ilxtravel.com/wellness-retreats-switzerland/,Switzerland,SWITZERLAND,wellness,holistic wellness Switzerland
Breathwork Zurich | Sacred Ways | Trauma-Sensitive,info@sacredways.ch,info@sacredways.ch,https://www.breathworkzurich.ch/en,Zurich,SWITZERLAND,breathwork,breathwork Zurich
Breathe with me | Breathwork,hello@breathewithme.ch,78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; hello@breathewithme.ch; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com,https://www.breathewithme.ch,Zurich,SWITZERLAND,breathwork,breathwork Zurich
"Breathwork Classes in Zurich, Bern, Basel and Lucerne, Switzerland — keur",hello@keurwellness.com,user@domain.com; hello@keurwellness.com,https://www.keurwellness.com/thebreath,Zurich,SWITZERLAND,breathwork,breathwork Zurich
Breathwork Schweiz - Zürich | Sangha,contact@sangha.ch,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; contact@sangha.ch; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,https://www.sangha.ch/breathwork-zürich,Zurich,SWITZERLAND,breathwork,breathwork Zurich
Breathwork Switzerland - Dominique Ceara | BREATHWORK & INNER HEALING,hi@dominiqueceara.com,hi@dominiqueceara.com,https://dominiqueceara.com/breathwork-switzerland,Switzerland,SWITZERLAND,breathwork,breathwork Switzerland
Breathwork in Switzerland,info@breathatelier.com,info@breathatelier.com,https://breathatelier.com,Switzerland,SWITZERLAND,breathwork,breathwork Switzerland
SwissBreathwork® | Formation Breathwork - Certifiante et ...,contact@swissbreathwork.com,contact@swissbreathwork.com,https://swissbreathwork.com,Switzerland,SWITZERLAND,breathwork,breathwork Switzerland
Journey to the Soul - 9D Breathwork-Transformational Breath Switzerland.,info@journeytothesoul.ch,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; example@mysite.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 463991d7bca24f02a0baf16f9e6eda73@sentry.wixpress.com,https://www.journeytothesoul.ch,Switzerland,SWITZERLAND,breathwork,breathwork Switzerland
Breathwork | OMYBREATH | Switzerland,lanifaye@gmail.com,lanifaye@gmail.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.omybreath.com,Switzerland,SWITZERLAND,breathwork,breathwork Switzerland
"Home, Breathwork - Just Breathe Geneva",daphne@breathe-geneva.ch,daphne@breathe-geneva.ch,https://breathe-geneva.com/en/,Geneva,SWITZERLAND,breathwork,breathwork facilitator Geneva
Functional Breathing and Breathwork in Geneva | Hanna Elina,contact@hannaelina.com,78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com,https://www.hannaelina.com/breath,Geneva,SWITZERLAND,breathwork,breathwork facilitator Geneva
"Corporate wellness breathwork programmes in Morges, Lausanne and Geneva ...",hello@gracechinn.com,hello@gracechinn.com; user@domain.com,https://www.gracechinn.com/corporate-wellbeing,Geneva,SWITZERLAND,breathwork,breathwork facilitator Geneva
Workshop - danielanner.com,info@intuitiveflow.ch,info@intuitiveflow.ch,https://www.danielanner.com/workshop,Geneva,SWITZERLAND,breathwork,breathwork facilitator Geneva
Corporate Event Planning in Switzerland | Team Building Events,info@nmevents.ch,info@nmevents.ch; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.nmevents.ch,Zurich,SWITZERLAND,events,corporate events Zurich
Corporate Events - Zurich Convention Center,sales@kongresshaus.ch,sales@kongresshaus.ch,https://zurichconventioncenter.com/en/planning/corporate-events,Zurich,SWITZERLAND,events,corporate events Zurich
86+ Best Team Building Activities in Zurich in 2026 | Teamland,you@website.com,you@website.com,https://www.teamland.com/locations/zurich,Zurich,SWITZERLAND,events,corporate events Zurich
Exclusive venues for corporate events in Zurich - eventlocations.com,sales@eventlocations.com,sales@eventlocations.com; o3wqxuitt8%nrom_v@waxtomioips.xtr; support@eventlocations.com; ebm@dq9fivaktr.tt; max@thompson.com,https://www.eventlocations.com/en/zurich-corporate-event,Zurich,SWITZERLAND,events,corporate events Zurich
Kailash International Retreat Centre - Meditation Retreats in the Swiss ...,info@kailash.org,info@kailash.org,https://www.kailash.org,Switzerland,SWITZERLAND,events,retreat centre Switzerland
"Kailash International Retreat Centre, Switzerland",contact@placesforsolitude.com,contact@placesforsolitude.com,https://www.placesforsolitude.com/booking/kailash-international-retreat-centre/,Switzerland,SWITZERLAND,events,retreat centre Switzerland
Couples Retreat in Switzerland - Seminarhotel Chlotisberg,info@waldhaus.ch,info@waldhaus.ch,https://themakingloveretreat.com/switzerland,Switzerland,SWITZERLAND,events,retreat centre Switzerland
Kailash Retreatzentrum - Kadampa Meditationszentrum Schweiz,info@kadampa.ch,info@kadampa.ch,https://www.kadampa.ch/en/kailash-irc/,Switzerland,SWITZERLAND,events,retreat centre Switzerland
"Home | Mad Retreat Hotel, Switzerland | Official Web",reservations@madretreat.ch,reservations@madretreat.ch,https://www.madretreat.ch,Switzerland,SWITZERLAND,events,retreat centre Switzerland
Courses,info@kailashbookings.org,info@kailashbookings.org,https://www.kailashbookings.org,Switzerland,SWITZERLAND,events,retreat centre Switzerland
Our Retreat Centre - Landguet Ried - Ripa International Center,info@ripa-international.com,info@ripa-international.com,https://ripa-international.com/landguet-ried/,Switzerland,SWITZERLAND,events,retreat centre Switzerland
Ecstatic Dance Zurich,info@ecstaticdance.ch,info@ecstaticdance.ch,https://ecstaticdance.org/dance/ecstatic-dance-zurich/,Zurich,SWITZERLAND,events,ecstatic dance Zurich
Transformative Ecstatic Dance in Zurich | Xtatic — xtatic,kraftschatz@gmail.com,kraftschatz@gmail.com; remo@xtatic.ch; benutzer@domain.com,https://www.xtatic.ch/ecstaticdance-zurich,Zurich,SWITZERLAND,events,ecstatic dance Zurich
Ecstatic Dance in Zürich - flow60.ch,info@flow.ch,info@flow.ch; info@flow60.ch,https://www.flow60.ch/kurse/ecstatic-dance,Zurich,SWITZERLAND,events,ecstatic dance Zurich
"London Yoga Studios | Yoga Classes, Pilates + Treatments | triyoga",hello@triyoga.co.uk,hello@triyoga.co.uk,https://triyoga.co.uk,London,UK,yoga,yoga studio London
6 Best Yoga Studios in London That Make Time Feel Slower [2026 ],support@londonjourney.co.uk,support@londonjourney.co.uk,https://www.londonjourney.co.uk/top-yoga-studios-london/,London,UK,yoga,yoga studio London
14 best yoga studios in London 2025 - Women's Health,alice.head@womenshealthmag.co.uk,alice.head@womenshealthmag.co.uk,https://www.womenshealthmag.com/uk/fitness/yoga/g26338484/best-yoga-studios-in-london/,London,UK,yoga,yoga studio London
Yoga Manchester | Yoga Republic - Manchester & Salford,info@yoga-republic.com,ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; info@yoga-republic.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com,https://www.yoga-republic.co.uk,Manchester,UK,yoga,yoga studio Manchester
Best Yoga Studios in Manchester | ClassPass,evelaurenyoga@gmail.com,evelaurenyoga@gmail.com; nhelloexhalebreath@gmail.com; trilogymanchester@gmail.com,https://classpass.com/search/manchester/yoga,Manchester,UK,yoga,yoga studio Manchester
The Yoga Room,info@edinburghyogaroom.com,user@domain.com; info@edinburghyogaroom.com,https://www.edinburghyogaroom.com,Edinburgh,UK,yoga,yoga studio Edinburgh
5 Edinburgh Yoga Classes That Make Fitness Feel Peaceful [2026 ],support@thebestedinburgh.co.uk,support@thebestedinburgh.co.uk,https://www.thebestedinburgh.co.uk/best-yoga-classes-edinburgh/,Edinburgh,UK,yoga,yoga studio Edinburgh
Edinburgh Iyengar Yoga Centre,edinburghiyengaryoga.cbs@gmail.com,edinburghiyengaryoga.cbs@gmail.com; user@domain.com,https://www.yoga-edinburgh.com,Edinburgh,UK,yoga,yoga studio Edinburgh
"Yoganand Studio Bristol - Yoga, Pilates, Barre & Reformer Pilates Classes",info@yoganand.co.uk,info@yoganand.co.uk; user@domain.com,https://www.yoganand.co.uk,Bristol,UK,yoga,yoga studio Bristol
Studio Home - Bloom Yoga Bristol,hello@bloomyogabristol.co.uk,hello@bloomyogabristol.co.uk; goappycodes@gmail.com,https://bloomyogabristol.co.uk,Bristol,UK,yoga,yoga studio Bristol
Now Studio Bristol,hello@nowstudiobristol.com,hello@nowstudiobristol.com; user@domain.com,https://www.nowstudiobristol.com,Bristol,UK,yoga,yoga studio Bristol
elevate,contact@elevatetogether.co.uk,contact@elevatetogether.co.uk; user@domain.com,https://elevatetogether.co.uk,Bristol,UK,yoga,yoga studio Bristol
Welcome To SPACE - Space Yoga Studio - Brighton & Hove,spaceyogastudiouk@gmail.com,spaceyogastudiouk@gmail.com,https://www.spaceyogastudio.uk,Brighton,UK,yoga,yoga studio Brighton
"Energy for Life Fitness, Yoga & Pilates - Brighton",hello@energyforlifefitness.com,tom@energyforlifefitness.com; hello@energyforlifefitness.com,https://www.energyforlifefitness.com,Brighton,UK,yoga,yoga studio Brighton
Yoga On The Beach | Brightonyoga | England,info@brightonyoga.co.uk,ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 8c30b2581acc426badc414e8a5dc04ef@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com,https://www.brightonyoga.co.uk,Brighton,UK,yoga,yoga studio Brighton
Yoga Brighton Studio & Classes // WARRIOR ONE YOGA,info@warrioroneyoga.com.au,info@warrioroneyoga.com.au,https://warrioroneyoga.com.au/brighton/,Brighton,UK,yoga,yoga studio Brighton
Luna Wave Yoga,info@lunawave.co.uk,info@lunawave.co.uk; user@domain.com; studio@lunawave.co.uk,https://www.lunawave.co.uk,Brighton,UK,yoga,yoga studio Brighton
Yoga Kula Leeds | Yoga Classes in Chapel Allerton & City Centre,info@yogakulaleeds.co.uk,info@yogakulaleeds.co.uk; user@domain.com,https://www.yogakula.co.uk,Leeds,UK,yoga,yoga studio Leeds
HOME | Loti Yoga,lotiyoga@gmail.com,lotiyoga@gmail.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://www.lotiyoga.com,Leeds,UK,yoga,yoga studio Leeds
"Studio 70 Yoga & Reformer Pilates | Yoga, Pilates & Reformer Classes ...",info@studio70glasgow.com,info@studio70glasgow.com; user@domain.com,https://www.studio70glasgow.com,Glasgow,UK,yoga,yoga studio Glasgow
The Kali Collective Glasgow Yoga Studio,hello@kalicollective.com,user@domain.com; hello@kalicollective.com,https://www.kalicollective.com,Glasgow,UK,yoga,yoga studio Glasgow
Merchant City Yoga,info@merchantcityyoga.com,info@merchantcityyoga.com; user@domain.com,https://merchantcityyoga.com,Glasgow,UK,yoga,yoga studio Glasgow
Reset Studio Glasgow — Yoga & Reformer Pilates Glasgow,hello@resetyogaglasgow.com,hello@resetyogaglasgow.com; user@domain.com,https://www.resetyogahub.com,Glasgow,UK,yoga,yoga studio Glasgow
Home | The Yoga Barn,example@mysite.com,example@mysite.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,https://www.yogabarnglasgow.co.uk,Glasgow,UK,yoga,yoga studio Glasgow
Planet Yoga - The number one place to practice yoga in Liverpool,info@planetyogaliverpool.com,info@planetyogaliverpool.com,https://planetyogaliverpool.com,Liverpool,UK,yoga,yoga studio Liverpool
Yoga Hub is Liverpool's premier Hot Yoga studio and Wellbeing,yogahubliverpool@gmail.com,yogahubliverpool@gmail.com,https://yogahubliverpool.co.uk,Liverpool,UK,yoga,yoga studio Liverpool
ELEVEN:ELEVEN Studios | Liverpool,info@elevenelevenyogastudios.co.uk,98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com; f36cc48fb72b4d298c835f2793cf3b84@sentry-next.wixpress.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com,https://www.elevenelevenyogastudios.co.uk,Liverpool,UK,yoga,yoga studio Liverpool
Yoga in Liverpool with Rosanna Gordon,rosanna@rosannagordon.com,rosanna@rosannagordon.com; rosannagordon@hotmail.com,https://rosannagordon.com,Liverpool,UK,yoga,yoga studio Liverpool
THE BEST YOGA STUDIOS IN LIVERPOOL - Liverpool Fitness Magazine,goodwinhelen@northernmagazines.co.uk,goodwinhelen@northernmagazines.co.uk; alfonsocharlie@northernmagazines.co.uk; hi@northernmagazines.co.uk; charlie@northernmagazines.co.uk; news@livfitmag.co.uk,https://www.livfitmag.co.uk/the-best-yoga-studios-in-liverpool/,Liverpool,UK,yoga,yoga studio Liverpool
Ashtanga Yoga Liverpool - Yoga classes in Liverpool,helen@ashtangayogaliverpool.co.uk,helen@ashtangayogaliverpool.co.uk,https://www.ashtangayogaliverpool.co.uk,Liverpool,UK,yoga,yoga studio Liverpool
Yogacita,info@yogacita.co.uk,user@domain.com; info@yogacita.co.uk,https://www.yogacita.co.uk,Liverpool,UK,yoga,yoga studio Liverpool
Yoga Retreats - Yoga Holidays & Yoga Breaks in UK & Abroad | Adventure Yogi,ay_logo_stamp@2x.png,ay_logo_stamp@2x.png; location_icon@2x.png,https://adventureyogi.com,UK,UK,yoga,yoga retreat UK
Residential Retreats - Mandala Yoga Ashram,info@mandalayogaashram.com,info@mandalayogaashram.com,https://www.mandalayogaashram.com/residential-retreats,UK,UK,yoga,yoga retreat UK
"Devon Yoga Retreats with Yoga, Field and Sea",info@yogafieldandsea.co.uk,info@yogafieldandsea.co.uk,https://www.yogafieldandsea.co.uk,Devon,UK,yoga,yoga retreat Devon
Yoga Retreat Devon | Retreats Since 1982 | The Sharpham Trust,info@sharphamtrust.org,info@sharphamtrust.org,https://www.sharphamtrust.org/mindfulness-retreats/details/yoga-meditation-retreat-coach-house-devon-uk,Devon,UK,yoga,yoga retreat Devon
"ERTH Wellbeing, yoga, creative retreat centre on Devon/Cornwall border ...",info@erthretreat.com,info@erthretreat.com; user@domain.com,https://erthretreat.com,Devon,UK,yoga,yoga retreat Devon
Yoga Retreat Venue - Devon - Middle Coombe Farm,info@coombefarmwoods.co.uk,info@coombefarmwoods.co.uk,https://www.coombefarmwoods.co.uk/yoga/,Devon,UK,yoga,yoga retreat Devon
"Devon Wellness Retreat | Yoga, Sea Swimming & Coast | Zenaa",info@zenaa.co.uk,info@zenaa.co.uk,https://zenaa.co.uk/devon-retreat,Devon,UK,yoga,yoga retreat Devon
Discover Cornwall this year. - Hand-picked Escapes,hello@aspects-holidays.co.uk,hello@aspects-holidays.co.uk,https://aspects-holidays.co.uk,Cornwall,UK,yoga,yoga retreat Cornwall
Yoga Retreat Cornwall UK - Shine Yoga,jen@shineyogauk.com,jen@shineyogauk.com,https://shineyogauk.com/yoga-retreat-cornwall/,Cornwall,UK,yoga,yoga retreat Cornwall
Lucy Ann Retreats | Boutique Yoga & Wellness Journeys Cornwall,hello@lucyannretreats.com,hello@lucyannretreats.com,https://lucyannretreats.com,Cornwall,UK,yoga,yoga retreat Cornwall
The Wild Glow Yoga Retreat - Cornwall - The Yoga Glow UK,theyogaglowuk@gmail.com,theyogaglowuk@gmail.com; user@domain.com,https://www.theyogaglowuk.com/wildglow2026,Cornwall,UK,yoga,yoga retreat Cornwall
Radiant Waves Cornwall Yoga Retreat | Coastal Wellness & Weekend ...,radiantwavesretreats@gmail.com,radiantwavesretreats@gmail.com; user@domain.com,https://www.radiantwavesretreats.com/cornwall-yoga-retreat,Cornwall,UK,yoga,yoga retreat Cornwall
Wellness Centre in Edinburgh | The Wellness Barn Edinburgh,thewellnessbarnedinburgh@gmail.com,thewellnessbarnedinburgh@gmail.com,https://thewellnessbarnedinburgh.co.uk,Edinburgh,UK,wellness,wellness centre Edinburgh
AWAY Spa at W Edinburgh | Luxury Spa in Edinburgh,awayspa.edinburgh@whotels.com,awayspa.edinburgh@whotels.com,https://www.awayspaedinburgh.com,Edinburgh,UK,wellness,wellness centre Edinburgh
"Holyrood Spa Edinburgh | Luxury Spa, Gym & Health Club",dave@bradshaw.net,dave@bradshaw.net; spa@edinburghmarriotthotelholyrood.com,https://theholyroodspa.co.uk,Edinburgh,UK,wellness,wellness centre Edinburgh
